"All Sectors Combined and Occupation Group (ANZSCO)(Base: June 2009 qtr (=1000)) (Qrtly-Mar/Jun/Sep/Dec)",""
"","All Salary and Wage Rates"
" ","All Occupations combined"
"1992Q4",699.615771
"1993Q1",701.714618
"1993Q2",703.813466
"1993Q3",705.212697
"1993Q4",706.611929
"1994Q1",708.710776
"1994Q2",710.110008
"1994Q3",713.608086
"1994Q4",715.007318
"1995Q1",717.805781
"1995Q2",719.904628
"1995Q3",724.102323
"1995Q4",728.300018
"1996Q1",731.798096
"1996Q2",733.896944
"1996Q3",738.094638
"1996Q4",742.991949
"1997Q1",747.889259
"1997Q2",752.086954
"1997Q3",755.585033
"1997Q4",759.083112
"1998Q1",761.881575
"1998Q2",766.778885
"1998Q3",769.577348
"1998Q4",772.375811
"1999Q1",775.174274
"1999Q2",777.273122
"1999Q3",780.771200
"1999Q4",783.569664
"2000Q1",786.368127
"2000Q2",789.866205
"2000Q3",792.664669
"2000Q4",796.162747
"2001Q1",800.360442
"2001Q2",803.858521
"2001Q3",808.755831
"2001Q4",812.953526
"2002Q1",816.720257
"2002Q2",820.739550
"2002Q3",826.366559
"2002Q4",830.385852
"2003Q1",835.209003
"2003Q2",839.228296
"2003Q3",845.659164
"2003Q4",850.482315
"2004Q1",853.697749
"2004Q2",858.520900
"2004Q3",864.147910
"2004Q4",871.382637
"2005Q1",875.401929
"2005Q2",881.832797
"2005Q3",890.675241
"2005Q4",897.909968
"2006Q1",903.536977
"2006Q2",909.163987
"2006Q3",918.810289
"2006Q4",926.848875
"2007Q1",932.475884
"2007Q2",938.906752
"2007Q3",946.945338
"2007Q4",957.395498
"2008Q1",964.630225
"2008Q2",972.668810
"2008Q3",984.726688
"2008Q4",991.157556
"2009Q1",996.784566
"2009Q2",1000.000000
"2009Q3",1005.000000
"2009Q4",1009.000000
"2010Q1",1012.000000
"2010Q2",1016.000000
"2010Q3",1021.000000
"2010Q4",1026.000000
"2011Q1",1031.000000
"2011Q2",1035.000000
"2011Q3",1041.000000
"2011Q4",1047.000000
"2012Q1",1052.000000
"2012Q2",1056.000000
"2012Q3",1061.000000
"2012Q4",1066.000000
"2013Q1",1070.000000
"2013Q2",1074.000000
"2013Q3",1079.000000
"2013Q4",1083.000000
"2014Q1",1087.000000
"2014Q2",1092.000000
"2014Q3",1096.000000
"2014Q4",1102.000000
"2015Q1",1105.000000
"2015Q2",1110.000000
"2015Q3",1114.000000
"2015Q4",1119.000000
"2016Q1",1123.000000
"2016Q2",1127.000000
"2016Q3",1132.000000
"2016Q4",1137.000000
"2017Q1",1141.000000
"2017Q2",1146.000000
"2017Q3",1153.000000
"2017Q4",1158.000000
"2018Q1",1162.000000
"2018Q2",1168.000000
"2018Q3",1174.000000
"2018Q4",1180.000000
"2019Q1",1185.000000
"2019Q2",1193.000000
"2019Q3",1202.000000
"2019Q4",1211.000000
"2020Q1",1215.000000
"2020Q2",1218.000000
"2020Q3",1225.000000
"2020Q4",1230.000000
"2021Q1",1235.000000
"2021Q2",1244.000000
"2021Q3",1254.000000
"2021Q4",1262.000000
"2022Q1",1272.000000
"2022Q2",1286.000000
"2022Q3",1300.000000
"2022Q4",1314.000000
"2023Q1",1327.000000
"2023Q2",1341.000000
"2023Q3",1356.000000
"2023Q4",1370.000000
"2024Q1",1382.000000
"2024Q2",1398.000000
"2024Q3",1407.000000
"2024Q4",1415.000000
"2025Q1",1422.000000
"2025Q2",1431.000000
"Table information:"
"Units:"
"Index, Magnitude = Units"
""
"Footnotes:"
"Base: June 2009 Quarter (=1000)"
" "
"Symbols:"
".. figure not available"
"C: Confidential"
"E: Early Estimate"
"P: Provisional"
"R: Revised"
"S: Suppressed"
""
"Status flags are not displayed"
""
"Table reference: "
"LCI033AA"
""
"Last updated:"
"06 August 2025 10:45am"
""
"Source: Statistics New Zealand"
"Contact: Information Centre"
"Telephone: 0508 525 525"
"Email:info@stats.govt.nz"
""
""
""
