"Number of electronic card transactions A/S/T by division (Monthly)","","","","",""
"","Actual","","","",""
" ","RTS total industries","RTS core industries","Total","Credit","Debit"
"2009M09",75763678,65171351,88844791,20010989,68833802
"2009M10",79993939,69063275,93519778,21143820,72375958
"2009M11",78534379,67617239,91631020,21711165,69919855
"2009M12",90137839,78326936,104463468,25955332,78508135
"2010M01",78025952,66863110,91082954,21488765,69594189
"2010M02",73618480,62957345,85934696,20106337,65828359
"2010M03",81946543,70231383,96016219,22027224,73988996
"2010M04",78072108,66896388,91551767,20309391,71242376
"2010M05",79958992,69005949,93445822,20429149,73016673
"2010M06",76333704,65840476,89531362,19417528,70113834
"2010M07",81289893,70295088,95599857,20632337,74967520
"2010M08",79015284,68273768,92869853,20160510,72709343
"2010M09",79285568,68459823,93123020,20225247,72897773
"2010M10",84984395,73660256,99015361,21530230,77485131
"2010M11",84509020,73067040,98348584,22537248,75811336
"2010M12",96193970,83911109,111239958,26732727,84507231
"2011M01",82268776,70818500,95604427,22110790,73493637
"2011M02",77350367,66307675,90301427,20696721,69604706
"2011M03",86206077,74257637,100976356,22181010,78795346
"2011M04",83064857,71753076,97353729,21174530,76179199
"2011M05",83585218,72631625,97786233,20968434,76817799
"2011M06",81299040,70799573,95171353,20103215,75068138
"2011M07",85205279,74347849,100138901,21432251,78706650
"2011M08",83756496,72902856,98687655,21150558,77537097
"2011M09",84633140,73819564,99047279,21562649,77484630
"2011M10",88725156,77382756,103515811,23173979,80341832
"2011M11",87946478,76386618,102913115,23707881,79205234
"2011M12",99718141,87490076,115695652,28049355,87646297
"2012M01",85195977,73803793,99464580,23342708,76121872
"2012M02",83653713,72385882,98023029,22472769,75550260
"2012M03",91393988,79306609,107321737,23937283,83384454
"2012M04",85075883,73668366,99517893,22181559,77336334
"2012M05",89382504,77683809,104735829,22745705,81990124
"2012M06",85805324,74864706,100420782,21749293,78671489
"2012M07",87646672,76381643,103174374,22502434,80671940
"2012M08",90017928,78087625,106040060,23047543,82992517
"2012M09",87981325,76293065,102940228,22807795,80132433
"2012M10",91914167,79689289,107687265,24376246,83311019
"2012M11",93667289,81310680,109622144,25343856,84278288
"2012M12",104231852,91363240,120628911,29592596,91036315
"2013M01",91161971,78714113,106543466,25378048,81165418
"2013M02",85564791,73788441,99966474,23545253,76421221
"2013M03",95255312,81789780,111098787,25731091,85367696
"2013M04",90587570,78176259,106249154,24669656,81579498
"2013M05",94704574,81769580,111141225,25223399,85917826
"2013M06",90010785,77680266,105345101,23918677,81426424
"2013M07",93616068,80485930,110551352,25454944,85096408
"2013M08",95320357,82255841,112328483,25690110,86638373
"2013M09",91183850,78536976,107431073,24997508,82433565
"2013M10",98814266,85258323,115444944,27354121,88090823
"2013M11",99908072,86275088,116574075,28751075,87823000
"2013M12",109991244,95663425,127426090,33338557,94087533
"2014M01",96174754,82622093,112569674,28506199,84063475
"2014M02",91159698,78259990,106798472,26667097,80131375
"2014M03",101034251,86994622,117918474,28932631,88985843
"2014M04",95799436,82489841,112152521,27173538,84978983
"2014M05",101820414,88075031,119406791,28218440,91188351
"2014M06",94651556,81866502,110801110,26339572,84461538
"2014M07",99080861,85772415,116680580,28166140,88514440
"2014M08",100159344,86889683,117362800,28544120,88818680
"2014M09",97101749,84245683,113766032,28144266,85621766
"2014M10",104908197,91024498,122524090,30891559,91632531
"2014M11",104057331,90479389,121274495,31924545,89349950
"2014M12",115928770,101678760,134467057,37287685,97179372
"2015M01",103659696,90235357,120703852,32434072,88269780
"2015M02",96620362,83997080,112847899,30500763,82347136
"2015M03",107076537,93090693,125038430,33627039,91411391
"2015M04",101281571,88039287,118609584,31425030,87184554
"2015M05",106536965,92829807,124681237,32733891,91947346
"2015M06",99958595,86846306,117497157,31121096,86376061
"2015M07",105226420,91442661,124248480,33128870,91119610
"2015M08",104628909,91165554,122656891,33140386,89516505
"2015M09",103694405,90361371,121673196,33654291,88018905
"2015M10",111454327,97287765,129991022,36707995,93283027
"2015M11",109968772,95989489,128090771,37838615,90252156
"2015M12",124141585,109032546,144050296,44090056,99960240
"2016M01",108401141,94490403,126640809,38717785,87923024
"2016M02",104674806,90988721,122672928,37257362,85415566
"2016M03",113899177,99053033,133178296,40466743,92711553
"2016M04",111282845,97447673,130554811,39353431,91201380
"2016M05",111227575,97330174,130374296,39726634,90647662
"2016M06",108353055,94636976,127554812,38752175,88802637
"2016M07",112958617,98977212,133808348,41543336,92265012
"2016M08",110928710,97048219,130402973,41231038,89171935
"2016M09",111299713,97499664,130498708,41867426,88631282
"2016M10",117376471,102860018,137493926,44908575,92585351
"2016M11",117581628,102782107,138095925,46680996,91414929
"2016M12",132379756,116440297,153404829,53960131,99444698
"2017M01",116530534,101867219,138210662,52508912,85701750
"2017M02",111995142,97860263,132671838,50455483,82216355
"2017M03",125200287,109718708,148495096,56215765,92279331
"2017M04",117126984,102723932,138735690,52647987,86087703
"2017M05",121271506,106563466,144749236,54697658,90051578
"2017M06",117767140,103680727,139969222,53213953,86755269
"2017M07",119378992,105531337,142687478,55441166,87246312
"2017M08",121286776,106985310,144956976,56286970,88670007
"2017M09",119894119,105906219,143135404,55951043,87184362
"2017M10",125659127,111056670,149253350,59386867,89866483
"2017M11",129344158,114172435,154555208,62662390,91892818
"2017M12",143005515,126719343,167744176,70429950,97314225
"2018M01",124492131,109459253,148032165,62929588,85102577
"2018M02",118040936,103943139,140506418,59946898,80559520
"2018M03",133474489,117671363,158194428,67087180,91107247
"2018M04",122390047,108162933,145640907,61830505,83810402
"2018M05",128040472,113175230,152966197,64145996,88820202
"2018M06",123268692,108959480,146768005,61511577,85256428
"2018M07",125376988,111170642,150354562,63913902,86440660
"2018M08",128487897,113723566,153809159,65272299,88536859
"2018M09",126067187,111752270,149788516,64628436,85160080
"2018M10",132574542,117630188,157844087,68738265,89105822
"2018M11",134050011,119523423,159673535,70772638,88900897
"2018M12",145665330,130790367,172116448,77706227,94410221
"2019M01",130667524,116439359,155565334,70835237,84730097
"2019M02",123929984,110519906,147661112,67046194,80614918
"2019M03",137669504,122970622,163904590,73742527,90162063
"2019M04",127301958,113510779,152287143,68454060,83833083
"2019M05",133603410,119466450,159665214,70454340,89210873
"2019M06",126077879,112941809,150184192,66519193,83664999
"2019M07",129286197,115775738,156243146,69640524,86602622
"2019M08",132486608,118715997,158978993,70910783,88068210
"2019M09",127820600,114473341,153251282,69121797,84129485
"2019M10",136335308,122087300,164679550,74584217,90095334
"2019M11",140967520,126318603,167191684,77252541,89939142
"2019M12",150691200,135559102,177191610,83509173,93682437
"2020M01",135522599,121037847,161371906,76314989,85056917
"2020M02",134169722,119974675,161923785,76253896,85669889
"2020M03",118711386,106366883,140493808,67883294,72610514
"2020M04",41884502,36981860,51418475,31570256,19848219
"2020M05",100777509,89907199,118676941,69584444,49092497
"2020M06",124395277,111982255,147444090,82082565,65361525
"2020M07",136285919,122701042,163831375,89075204,74756171
"2020M08",122049516,109553940,147331882,81101690,66230192
"2020M09",129637644,116445764,154813590,86069857,68743732
"2020M10",142692637,128534809,169576968,94251708,75325260
"2020M11",139868960,126185686,166077411,92786364,73291047
"2020M12",155075413,140104378,182487775,102126106,80361669
"2021M01",137257842,123360617,162423994,91117894,71306100
"2021M02",125594581,112607772,149655877,83988697,65667180
"2021M03",137793640,123629140,164120168,92656022,71464147
"2021M04",136720013,122857602,162903246,92009822,70893424
"2021M05",141619990,127642755,169427570,96403527,73024043
"2021M06",136269048,122658689,163873302,93615873,70257429
"2021M07",143725191,129581650,173199348,100180834,73018513
"2021M08",99262693,89158228,119807434,71330638,48476796
"2021M09",96041528,85774492,116111757,71580111,44531646
"2021M10",119930429,107647404,143880044,88243618,55636426
"2021M11",128916103,115846112,152459857,93655974,58803883
"2021M12",148026308,133448577,174982003,108594439,66387564
"2022M01",132521760,118747888,157600615,97897668,59702946
"2022M02",115674450,103600344,138294554,84964301,53330253
"2022M03",123721919,111154987,149361090,91844137,57516954
"2022M04",127372196,114803099,152488657,93882878,58605779
"2022M05",131873616,118960729,159032418,98230601,60801817
"2022M06",127984585,115473256,155021117,95919937,59101179
"2022M07",132002731,119543700,160596792,99870181,60726611
"2022M08",134367453,121522828,162890378,101038103,61852275
"2022M09",136098149,123257662,164801454,102515062,62286393
"2022M10",143393348,130050556,172576012,107959720,64616292
"2022M11",143845597,130386942,173744204,109282098,64462106
"2022M12",158552405,144230559,188482752,119572865,68909887
"2023M01",138270479,125230064,166925020,106749091,60175929
"2023M02",130704004,118085224,157665333,100488898,57176435
"2023M03",149959562,135534064,181700562,115442519,66258043
"2023M04",138156860,125070849,167029229,105986054,61043176
"2023M05",140446349,127233896,171095012,107713536,63381477
"2023M06",137936239,124814687,169510366,106408583,63101784
"2023M07",138543925,126015286,169867762,107184214,62683548
"2023M08",140867429,127428197,173760725,109011693,64749032
"2023M09",138320998,125386329,168859919,106265319,62594600
"2023M10",143452664,130076069,174530196,110116217,64413979
"2023M11",148109256,134455902,179944150,114326196,65617954
"2023M12",160204474,146049753,192854325,123732398,69121927
"2024M01",143588310,129972162,175176567,113149262,62027306
"2024M02",140003123,126775689,170582412,109474178,61108234
"2024M03",147261916,133654276,179551740,115020391,64531349
"2024M04",138189818,125769721,169834389,107994854,61839536
"2024M05",141670733,129031513,175445162,110928802,64516360
"2024M06",134818346,123168656,166650861,108804377,57846484
"2024M07",137758420,125664699,171237102,111768268,59468834
"2024M08",141361468,129197145,174777581,114397471,60380110
"2024M09",137040483,125316590,167817126,110355832,57461294
"2024M10",146811470,134284532,180166170,118742950,61423220
"2024M11",150323213,137588216,182541316,121403977,61137339
"2024M12",162438311,149085164,195865046,132005239,63859807
"2025M01",145611958,132894472,177690750,119868261,57822489
"2025M02",137198917,125092535,167207899,112911510,54296389
"2025M03",148990480,136072630,180862199,121254181,59608018
"2025M04",137796992,125792381,168814786,112565338,56249448
"2025M05",143926127,131734688,176523997,117188396,59335601
"2025M06",134524056,123331752,165653737,110844564,54809173
"2025M07",139627940,127905528,172546662,115256013,57290649
"Table information:"
"Units:"
"Number, Magnitude = Units"
""
"Footnotes:"
" "
"Symbols:"
".. figure not available"
"C: Confidential"
"E: Early Estimate"
"P: Provisional"
"R: Revised"
"S: Suppressed"
""
"Status flags are not displayed"
""
"Table reference: "
"ECT007AA"
""
"Last updated:"
"13 August 2025 10:45am"
""
"Source: Statistics New Zealand"
"Contact: Information Centre"
"Telephone: 0508 525 525"
"Email:info@stats.govt.nz"
""
""
""
